'id';'name';'photo'
'8';'Закон Авогадро';'photo-182670376_457239854'
'9';'Закон Бойля-Мариотта';'photo-182670376_457239855'
'10';'Закон Гей-Люссака';'photo-182670376_457239856'
'11';'Закон Шарля';'photo-182670376_457239857'
'12';'Первый закон термодинамики';'photo-182670376_457239858'
'13';'Второй закон термодинамики';'photo-182670376_457239859'
'14';'Закон Дальтона';'photo-182670376_457239860'
'15';'Закон Паскаля';'photo-182670376_457239861'
