'id';'name';'photo'
'26';'Принцип Гюйгенса';'photo-182670376_457239872'
'27';'Принцип Гюйгенса-Френеля';'photo-182670376_457239873'
'28';'Закон отражения волн';'photo-182670376_457239874'
'29';'Закон преломления света';'photo-182670376_457239875'
'30';'Закон прямолинейного распространения света';'photo-182670376_457239876'
