'id';'name';'photo'
'1';'Закон Архимеда';'photo-182670376_457239847'
'2';'Закон всемирного тяготения';'photo-182670376_457239848'
'3';'Принцип относительности Галилея';'photo-182670376_457239849'
'4';'Закон Гука';'photo-182670376_457239850'
'5';'Закон сохранения импульса';'photo-182670376_457239851'
'6';'Законы Ньютона';'photo-182670376_457239852'
'7';'Принцип относительности';'photo-182670376_457239853'
